Method,BS64 S1024,BS64 S2048,BS64 S4096
MetaAttention,0.46592018008232117,0.9093303084373474,1.7870687246322632
FlashLinearAttention,0.9780721068382263,1.889622449874878,3.7519407272338867
Torch Inductor,2.017515182495117,6.566895961761475,19.009151458740234
