Method,BS8 S1024,BS8 S2048,BS8 S4096
MetaAttention,2.7942333221435547,5.458401679992676,10.619524002075195
FlashLinearAttention,4.99285364151001,9.86612319946289,19.71320152282715
Torch Inductor,15.638480186462402,52.6616325378418,
