Method,BS8 S1024,BS8 S2048,BS8 S4096
MetaAttention,0.8496153354644775,1.7338873147964478,3.5530548095703125
FlashLinearAttention,1.6566970348358154,3.241487503051758,6.47930908203125
Torch Inductor,14.565071105957031,50.44182586669922,
