Method,BS32 S512,BS32 S1024,BS32 S2048,BS64 S512,BS64 S1024,BS64 S2048
MetaAttention,1.3289968967437744,4.545497894287109,17.270427703857422,2.504215717315674,9.033014297485352,34.48980712890625
PytorchReLU,1.2481874227523804,4.085128307342529,18.170778274536133,2.4278464317321777,8.085936546325684,36.21131896972656
