Method,BS1S1 KV2048,BS1S1 KV4096,BS1S1 KV8192
MetaAttention,0.1582493633031845,0.24367427825927734,0.41047823429107666
FlashMLA,119.29512023925781,121.15702819824219,123.62454986572266
