Method,BS1 S2048,BS1 S4096,BS8 S2048,BS8 S4096
MetaAttention,5.199944972991943,9.887004852294922,39.654823303222656,76.31958770751953
FlashLinearAttention,9.661291122436523,20.74872589111328,79.02629089355469,176.50564575195312
