Method,BS1 S2048,BS1 S4096,BS1 S8192,BS8 S2048,BS8 S4096,BS8 S8192
MetaAttention,0.7325897812843323,2.261139154434204,8.074318885803223,4.837033748626709,16.075143814086914,57.134117126464844
FlashAttention-2,2.200925827026367,5.903499603271484,18.963455200195312,13.483471870422363,41.545066833496094,143.95193481445312
