Method,BS1 S2048,BS1 S4096,BS1 S8192,BS8 S2048,BS8 S4096,BS8 S8192
MetaAttention,3.82196044921875,14.055293083190918,54.92724609375,28.975122451782227,110.77911376953125,437.9300842285156
FlashAttention-2,5.321130275726318,16.82302474975586,56.2856559753418,38.61305618286133,125.28864288330078,444.23382568359375
