Method,BS1 S2048,BS1 S4096,BS1 S8192,BS8 S2048,BS8 S4096,BS8 S8192
MetaAttention,2.1569156646728516,3.984426498413086,8.718159675598145,14.14432144165039,27.947145462036133,55.345115661621094
Mamba2SSM,1.702982783317566,3.2248783111572266,6.7086334228515625,14.015168190002441,30.472763061523438,58.452335357666016
