Method,BS1 S2048,BS1 S4096,BS8 S2048,BS8 S4096
MetaAttention,1.820980191230774,3.5953309535980225,13.958159446716309,27.81855583190918
FlashLinearAttention,3.783285617828369,7.997191905975342,27.0633544921875,61.828826904296875
