Method,BS8S1 KV2048,BS8S1 KV4096,BS8S1 KV8192
MetaAttention,0.20184145867824554,0.3639931082725525,0.6889299154281616
FlashMLA,1.4533939361572266,2.2335543632507324,3.803004264831543
