Method,BS1 S2048,BS1 S4096,BS8 S2048,BS8 S4096
MetaAttention,5.035573959350586,9.86053466796875,37.953975677490234,76.32810974121094
FlashLinearAttention,9.680967330932617,21.16908073425293,78.74269104003906,173.91873168945312
