Method,BS32 S512,BS32 S1024,BS32 S2048,BS64 S512,BS64 S1024,BS64 S2048
MetaAttention,0.16777560114860535,0.5463908910751343,2.0375478267669678,0.30333125591278076,1.07017982006073,4.059383869171143
PytorchReLU,0.8326239585876465,2.6292550563812256,9.50501823425293,1.5941354036331177,5.1986799240112305,18.968175888061523
