Method,BS1 S2048,BS1 S4096,BS1 S8192,BS8 S2048,BS8 S4096,BS8 S8192
MetaAttention,1.4095737934112549,1.408881425857544,4.931055545806885,2.752967596054077,8.894559860229492,31.93172264099121
FlashAttention-2,1.4925907850265503,1.4336751699447632,4.754976272583008,3.123739242553711,10.089468002319336,39.11870574951172
