Method,BS1 S2048,BS1 S4096,BS8 S2048,BS8 S4096
MetaAttention,0.2724260687828064,0.6268172264099121,2.455118179321289,4.842146873474121
FlashLinearAttention,0.7807053327560425,1.3375046253204346,4.431272506713867,8.50600528717041
