Method,BS1 S2048,BS1 S4096,BS1 S8192,BS8 S2048,BS8 S4096,BS8 S8192
MetaAttention,2.8500616550445557,2.2751340866088867,2.851405382156372,3.3946750164031982,6.560217380523682,12.948150634765625
Mamba2SSM,3.9609034061431885,7.403141975402832,6.853466510772705,3.8384134769439697,8.321942329406738,16.973478317260742
