Method,BS1 S2048,BS1 S4096,BS8 S2048,BS8 S4096
MetaAttention,0.5952335596084595,2.0110878944396973,4.148135185241699,14.747380256652832
PytorchRetention,0.6023165583610535,2.516420364379883,6.164179801940918,24.154993057250977
