Method,BS1 S2048,BS1 S4096,BS8 S2048,BS8 S4096
MetaAttention,2.2592732906341553,2.3845722675323486,6.502871036529541,12.732209205627441
FlashLinearAttention,2.03877592086792,3.451070547103882,13.552433967590332,27.076223373413086
