Method,BS1S1 KV2048,BS1S1 KV4096,BS1S1 KV8192
MetaAttention,0.026649953797459602,0.032165758311748505,0.04096555337309837
FlashMLA,0.027631787583231926,0.03277399763464928,0.041486434638500214
