Method,BS32 S512,BS32 S1024,BS32 S2048,BS64 S512,BS64 S1024,BS64 S2048
MetaAttention,1.3162810802459717,1.1955492496490479,1.6658166646957397,1.533959984779358,1.5358448028564453,3.2412123680114746
PytorchReLU,1.6656808853149414,1.623591423034668,5.409074783325195,1.733803391456604,3.0535008907318115,10.767794609069824
