Method,BS32 S512,BS32 S1024,BS32 S2048,BS64 S512,BS64 S1024,BS64 S2048
MetaAttention,0.048334747552871704,0.12435935437679291,0.40131905674934387,0.08546601980924606,0.23404648900032043,0.7905233502388
PytorchReLU,0.3279060125350952,1.038316011428833,3.66296124458313,0.6267463564872742,2.0402886867523193,7.3019890785217285
