Method,BS1 S2048,BS1 S4096,BS8 S2048,BS8 S4096
MetaAttention,0.26450157165527344,0.6402274370193481,2.4584455490112305,4.878551483154297
FlashLinearAttention,0.8314092755317688,1.3900179862976074,4.571382999420166,8.821690559387207
