Method,BS1 S2048,BS1 S4096,BS1 S8192,BS8 S2048,BS8 S4096,BS8 S8192
MetaAttention,0.0812855064868927,0.22726713120937347,0.856510579586029,0.512637734413147,1.865659475326538,6.959128379821777
FlashAttention-2,0.17176717519760132,0.4725320339202881,1.6210495233535767,0.8887615203857422,3.21026611328125,11.96735954284668
FlashAttention-3,0.07707178592681885,0.2293562889099121,0.8351470232009888,0.5078189969062805,1.9176905155181885,7.508059501647949
