Method,BS1 S2048,BS1 S4096,BS1 S8192,BS8 S2048,BS8 S4096,BS8 S8192
MetaAttention,1.4934966564178467,1.548789143562317,3.697033643722534,2.515803337097168,8.223735809326172,29.667978286743164
FlashSigmoid,0.5183043479919434,1.3978079557418823,4.650334358215332,3.035388469696045,9.717963218688965,35.70449447631836
