Method,BS1 S2048,BS1 S4096,BS1 S8192,BS8 S2048,BS8 S4096,BS8 S8192
MetaAttention,3.8037962913513184,14.054658889770508,55.165809631347656,28.96027183532715,110.8332290649414,437.9995422363281
FlashAttention-2,5.327576160430908,16.860706329345703,56.42981719970703,38.492706298828125,125.47201538085938,443.9288635253906
