Method,BS32 S512,BS32 S1024,BS32 S2048,BS64 S512,BS64 S1024,BS64 S2048
MetaAttention,437.9995422363281,437.9995422363281,437.9995422363281,437.9995422363281,437.9995422363281,437.9995422363281
FlashAttention-2,443.9288635253906,443.9288635253906,443.9288635253906,443.9288635253906,443.9288635253906,443.9288635253906
