Method,BS32 S512,BS32 S1024,BS32 S2048,BS64 S512,BS64 S1024,BS64 S2048
MetaAttention,57.12215042114258,57.12215042114258,57.12215042114258,57.12215042114258,57.12215042114258,57.12215042114258
FlashAttention-2,144.11962890625,144.11962890625,144.11962890625,144.11962890625,144.11962890625,144.11962890625
