Method,BS1 S2048,BS1 S4096,BS1 S8192,BS8 S2048,BS8 S4096,BS8 S8192
MetaAttention,1.181574821472168,1.1318732500076294,2.699995994567871,2.016879081726074,6.19374418258667,21.146408081054688
FlashAttention-2,1.523169994354248,1.7142902612686157,4.778179168701172,3.115835428237915,10.090410232543945,41.20549011230469
FlashAttention-3,1.366963505744934,1.3617151975631714,2.695531129837036,2.034189224243164,6.414724826812744,20.543567657470703
