Method,BS1 S2048,BS1 S4096,BS8 S2048,BS8 S4096
MetaAttention,0.5984508991241455,2.006600856781006,4.117623805999756,14.649983406066895
PytorchRetention,0.5972278118133545,2.4768173694610596,6.159392833709717,24.134830474853516
