Method,BS1 S2048,BS1 S4096,BS1 S8192,BS8 S2048,BS8 S4096,BS8 S8192
MetaAttention,0.06311148405075073,0.1566643863916397,0.4780465066432953,0.28537341952323914,1.0354628562927246,3.8940138816833496
FlashAttention-2,0.20758892595767975,0.477483868598938,1.503088355064392,0.9022247791290283,2.8993008136749268,10.58674144744873
FlashAttention-3,0.23803910613059998,0.2456880658864975,0.6688987016677856,0.5254843235015869,1.5451669692993164,5.56024694442749
