Method,BS1 S2048,BS1 S4096,BS1 S8192,BS8 S2048,BS8 S4096,BS8 S8192
MetaAttention,2.5197722911834717,1.0182440280914307,2.735826015472412,3.356416940689087,6.538644313812256,13.065773963928223
Mamba2SSM,3.6903631687164307,6.080754280090332,6.733082294464111,5.058854103088379,8.18538761138916,16.80520248413086
