Method,BS1 S2048,BS1 S4096,BS1 S8192,BS8 S2048,BS8 S4096,BS8 S8192
MetaAttention,1.2389158010482788,1.107330322265625,2.6258034706115723,2.0111920833587646,6.0835700035095215,20.679391860961914
FlashAttention-2,1.4431161880493164,1.6967813968658447,4.762807369232178,3.13755202293396,10.171584129333496,41.71836853027344
FlashAttention-3,1.3396817445755005,1.371578335762024,2.7033278942108154,2.014315366744995,6.101469993591309,21.231536865234375
