Method,BS1 S2048,BS1 S4096,BS1 S8192,BS8 S2048,BS8 S4096,BS8 S8192
MetaAttention,1.0104507207870483,1.0135555267333984,2.3686258792877197,1.654434084892273,5.111281871795654,17.987173080444336
FlashAttention-2,1.477303385734558,1.458001971244812,4.121975421905518,2.7126498222351074,8.781722068786621,33.02647399902344
FlashAttention-3,0.7328853011131287,1.328104019165039,2.406512498855591,1.7870949506759644,5.4409661293029785,18.278533935546875
