Method,BS1 S2048,BS1 S4096,BS8 S2048,BS8 S4096
MetaAttention,2.022495985031128,1.7155410051345825,6.577610969543457,12.70738697052002
FlashLinearAttention,1.7297834157943726,3.379934549331665,13.590391159057617,
