Method,BS1 S2048,BS1 S4096,BS8 S2048,BS8 S4096
MetaAttention,0.2637239992618561,0.631963849067688,2.452239990234375,4.871572017669678
FlashLinearAttention,0.7672903537750244,1.317358136177063,4.400468349456787,
