Method,BS1S1 KV2048,BS1S1 KV4096,BS1S1 KV8192
MetaAttention,0.0262265857309103,0.03166118264198303,0.04032834246754646
FlashMLA,0.02583354152739048,0.03161614388227463,0.04023013636469841
