Method,BS32 S512,BS32 S1024,BS32 S2048,BS64 S512,BS64 S1024,BS64 S2048
MetaAttention,1.214369773864746,1.3095118999481201,1.6772879362106323,1.5032107830047607,1.5507582426071167,3.1476523876190186
PytorchReLU,1.759563684463501,1.5593111515045166,5.4179534912109375,1.6710010766983032,3.0545895099639893,10.770310401916504
