Method,BS32 S512,BS32 S1024,BS32 S2048,BS64 S512,BS64 S1024,BS64 S2048
MetaAttention,0.046458423137664795,0.11070675402879715,0.34680110216140747,0.0731537789106369,0.2097035050392151,0.6936126351356506
PytorchReLU,0.3337472975254059,1.0385463237762451,3.6713650226593018,0.6276716589927673,2.0428760051727295,7.310606956481934
