Method,BS1 S2048,BS1 S4096,BS1 S8192,BS8 S2048,BS8 S4096,BS8 S8192
MetaAttention,1.4374034404754639,1.5339194536209106,3.768930435180664,2.516874074935913,8.130629539489746,29.77703285217285
FlashSigmoid,1.2815418243408203,1.3990358114242554,4.693101406097412,3.0950961112976074,9.707599639892578,34.99073791503906
