Method,BS64 S1024,BS64 S2048,BS64 S4096
MetaAttention,1.784854531288147,3.4670863151550293,6.899620532989502
FlashLinearAttention,2.2963666915893555,4.46448278427124,8.893683433532715
Torch Inductor,5.543708324432373,12.453722953796387,26.3549861907959
