Method,BS1 S2048,BS1 S4096,BS8 S2048,BS8 S4096
MetaAttention,0.2683981955051422,0.6371010541915894,2.4723846912384033,4.90922737121582
FlashLinearAttention,0.8001044988632202,1.4592736959457397,4.529688358306885,8.793067932128906
Torch Inductor,1.2886509895324707,4.856637001037598,9.934798240661621,
