Method,BS64 S1024,BS64 S2048,BS64 S4096
MetaAttention,0.4653553068637848,0.9282849431037903,1.8161194324493408
FlashLinearAttention,0.9816071391105652,1.8883488178253174,3.7599947452545166
Torch Inductor,2.629441738128662,7.356747150421143,19.1176700592041
