Method,BS8 S1024,BS8 S2048,BS8 S4096
MetaAttention,2.774141311645508,5.428362846374512,10.621163368225098
FlashLinearAttention,4.985258102416992,9.859654426574707,19.790687561035156
Torch Inductor,6.140432834625244,12.238487243652344,26.28835105895996
