Method,BS1 S2048,BS1 S4096,BS1 S8192,BS8 S2048,BS8 S4096,BS8 S8192
MetaAttention,2.7585208415985107,2.6365294456481934,1.9025912284851074,3.3643674850463867,6.555140018463135,12.957810401916504
Mamba2SSM,4.404314041137695,7.053454875946045,6.76323938369751,4.854223251342773,8.306556701660156,16.92770004272461
Torch Inductor,1.8657889366149902,2.566232681274414,5.346636772155762,9.376709938049316,18.765111923217773,40.11137390136719
