Method,BS1 S2048,BS1 S4096,BS8 S2048,BS8 S4096
MetaAttention,0.5957724452018738,1.9955331087112427,4.139611721038818,14.631701469421387
Torch Inductor,0.5983524918556213,2.493875026702881,6.1101460456848145,23.880672454833984
