Method,BS1 S2048,BS1 S4096,BS1 S8192,BS8 S2048,BS8 S4096,BS8 S8192
MetaAttention,0.10186560451984406,0.27635544538497925,0.8939343094825745,0.5365117788314819,1.9410672187805176,7.114015579223633
FlashSigmoid,0.13651685416698456,0.4037768244743347,1.5364457368850708,0.7634162902832031,2.7345688343048096,10.354291915893555
Torch Inductor,0.5332654714584351,1.960949420928955,10.526680946350098,6.714158058166504,23.228368759155273,
