Method,BS32 S512,BS32 S1024,BS32 S2048,BS64 S512,BS64 S1024,BS64 S2048
MetaAttention,1.2736016511917114,1.2497318983078003,1.6719224452972412,1.2500176429748535,1.1289098262786865,3.317106008529663
PytorchReLU,1.600984811782837,1.6465622186660767,5.4110798835754395,1.4440287351608276,3.0513336658477783,10.774815559387207
