Method,BS1 S2048,BS1 S4096,BS8 S2048,BS8 S4096
MetaAttention,2.5545969009399414,2.186069965362549,6.570555686950684,12.711277961730957
FlashLinearAttention,2.405184030532837,3.7183594703674316,13.593823432922363,27.107637405395508
