Method,BS1 S2048,BS1 S4096,BS1 S8192,BS8 S2048,BS8 S4096,BS8 S8192,BS1S1 KV2048,BS1S1 KV4096,BS1S1 KV8192,BS8S1 KV2048,BS8S1 KV4096,BS8S1 KV8192
MetaAttention,0.08242370188236237,0.22516337037086487,0.7616075873374939,0.41328343749046326,1.4857642650604248,5.635144233703613,0.1055700033903122,0.10739098489284515,0.11006249487400055,0.1128978356719017,0.16801007091999054,0.27562224864959717
FlashAttention-2,0.16850078105926514,0.4682950973510742,1.4948413372039795,0.879112720489502,2.822019577026367,10.337177276611328,0.07568656653165817,0.0779985636472702,0.12009535729885101,0.20553436875343323,0.380441814661026,0.7295597195625305
