Method,BS1 S2048,BS1 S4096,BS1 S8192,BS8 S2048,BS8 S4096,BS8 S8192
MetaAttention,0.20468799769878387,0.2267724573612213,0.378444105386734,0.6157537698745728,1.1900122165679932,2.3779938220977783
Mamba2SSM,0.7382193803787231,1.227354645729065,1.2682015895843506,1.2001444101333618,2.601824998855591,5.716596603393555
