Method,BS32 S512,BS32 S1024,BS32 S2048,BS64 S512,BS64 S1024,BS64 S2048
MetaAttention,1.133480429649353,1.318941593170166,1.65916109085083,0.5472252368927002,1.3623507022857666,3.264979600906372
PytorchReLU,1.5376323461532593,1.7590069770812988,5.409544944763184,1.5932791233062744,3.049863338470459,10.769087791442871
