Method,BS1 S2048,BS1 S4096,BS1 S8192,BS8 S2048,BS8 S4096,BS8 S8192,BS1S1 KV2048,BS1S1 KV4096,BS1S1 KV8192,BS8S1 KV2048,BS8S1 KV4096,BS8S1 KV8192
MetaAttention,0.5100546479225159,1.282866358757019,4.62369441986084,2.817427396774292,9.829586029052734,35.065792083740234,,,,,,
FlashAttention-2,1.449039101600647,1.700789213180542,4.581923007965088,3.2050869464874268,10.013834953308105,36.04673767089844,,,,,,
