Method,BS1 S2048,BS1 S4096,BS8 S2048,BS8 S4096
MetaAttention,0.26296088099479675,0.63968825340271,2.459946393966675,4.874891757965088
FlashLinearAttention,0.8619430065155029,1.4356533288955688,4.612126350402832,8.825396537780762
