Method,BS1 S2048,BS1 S4096,BS8 S2048,BS8 S4096
MetaAttention,0.600087583065033,2.0000686645507812,4.129141330718994,14.812586784362793
PytorchRetention,0.5984722971916199,2.4754724502563477,6.202666282653809,24.18315887451172
