Method,BS1 S2048,BS1 S4096,BS8 S2048,BS8 S4096
MetaAttention,1.8303616046905518,3.6417722702026367,14.126042366027832,27.96840476989746
FlashLinearAttention,3.7825560569763184,7.766025543212891,26.947492599487305,61.460296630859375
