Method,BS1 S2048,BS1 S4096,BS8 S2048,BS8 S4096
MetaAttention,5.256679058074951,10.357776641845703,44.03733825683594,76.64469146728516
FlashLinearAttention,9.63563346862793,21.104665756225586,78.24422454833984,174.05715942382812
