Method,BS1 S2048,BS1 S4096,BS1 S8192,BS8 S2048,BS8 S4096,BS8 S8192
MetaAttention,1.511521577835083,1.5242077112197876,5.023255348205566,2.7676098346710205,8.903046607971191,31.945940017700195
FlashAttention-2,1.4420181512832642,1.7303520441055298,4.823021411895752,3.1185495853424072,10.015950202941895,38.716896057128906
FlashAttention-3,1.3185603618621826,1.4018746614456177,2.708085060119629,2.004225492477417,6.560898303985596,20.916351318359375
